Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
57807199,The Kaiju Preservation Society,John Scalzi,"Scalzi, John",,"=""""","=""""",0,4.00,Tor Books,Kindle Edition,268,2022,2022,,2022/03/09,to-read,to-read (#111),to-read,,,,0,0
8370773,The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard,"Millard, Candice",,"=""""","=""""",4,4.19,Anchor,Kindle Edition,434,2009,2005,2022/03/06,2022/02/24,,,read,,,,1,0
22044026,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""""","=""""",0,3.99,Harper Perennial,Kindle Edition,384,2014,1932,,2020/07/07,to-read,to-read (#60),to-read,,,,0,0
59336997,Night of the Fox,Jack Higgins,"Higgins, Jack",,"=""""","=""""",3,4.01,Open Road Media,Kindle Edition,272,,1986,2022/02/24,2022/02/18,,,read,,,,1,0
12669885,Lying,Sam Harris,"Harris, Sam",Annaka Harris,"=""""","=""""",3,3.88,,Kindle Edition,26,2011,2011,2022/02/18,2022/02/17,,,read,,,,1,0
41447687,Radicalized,Cory Doctorow,"Doctorow, Cory",,"=""1789541093""","=""9781789541090""",0,4.02,Head of Zeus,Hardcover,304,2019,2019,,2022/02/17,to-read,to-read (#110),to-read,,,,0,0
40963142,"Origin (Robert Langdon, #5)",Dan       Brown,"Brown, Dan",,"=""""","=""""",3,3.89,Anchor,Kindle Edition,463,2017,2017,2022/02/17,2022/02/07,,,read,,,,1,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.21,Grand Central Publishing,Paperback,345,2000,1993,,2022/02/07,to-read,to-read (#109),to-read,,,,0,0
49378485,"To Kill a Mockingbird (To Kill a Mockingbird, #1)",Harper Lee,"Lee, Harper",,"=""""","=""""",5,4.26,HarperCollins ,Kindle Edition,331,2014,1960,2022/02/06,2014/11/12,,,read,,,,1,0
58375739,Will,Will  Smith,"Smith, Will",Mark Manson,"=""1984877925""","=""9781984877925""",0,4.26,Penguin Press,Hardcover,418,2021,2021,,2022/01/31,to-read,to-read (#108),to-read,,,,0,0
30133224,"Carve the Mark (Carve the Mark, #1)",Veronica Roth,"Roth, Veronica",,"=""""","=""""",3,3.78,Katherine Tegen Books,Kindle Edition,468,2017,2017,2022/01/29,2017/11/24,,,read,,,,1,0
60211890,"Wakers (The Side-Step Trilogy, #1)",Orson Scott Card,"Card, Orson Scott",,"=""""","=""""",0,3.55,Margaret K. McElderry Books,Kindle Edition,397,2022,2022,,2022/01/25,to-read,to-read (#107),to-read,,,,0,0
36315977,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.93,Henry Holt and Co.,Kindle Edition,369,2012,2012,,2022/01/21,to-read,to-read (#106),to-read,,,,0,0
51625073,The Lincoln Conspiracy: The Secret Plot to Kill America's 16th President--and Why It Failed,Brad Meltzer,"Meltzer, Brad",Josh Mensch,"=""""","=""""",5,4.32,Flatiron Books,Kindle Edition,437,2020,2020,2022/01/20,2020/05/09,,,read,,,,1,0
31253737,An American Sickness: How Healthcare Became Big Business and How You Can Take It Back,Elisabeth Rosenthal,"Rosenthal, Elisabeth",,"=""1524756202""","=""9781524756208""",0,4.31,Random House Large Print,Paperback,656,2017,2017,,2022/01/19,to-read,to-read (#105),to-read,,,,0,0
52702097,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",5,4.23,Bloomsbury Publishing,Kindle Edition,246,2020,2020,2022/01/12,2022/01/05,,,read,,,,1,0
57026212,The Secrets of the Immortal Nicholas Flamel: The Lost Stories Collection,Michael Scott,"Scott, Michael",,"=""0593376919""","=""""",4,4.14,Delacorte Press,Kindle Edition,356,2021,2021,2022/01/05,2021/12/30,,,read,,,,1,0
13020367,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,"Petzold, Charles",,"=""0735654425""","=""9780735654426""",4,4.39,,Kindle Edition,654,,1999,2021/12/30,2014/01/05,,,read,,,,1,0
51029834,The Invisible Life of Addie LaRue,Victoria Schwab,"Schwab, Victoria",,"=""""","=""""",0,4.19,Tor Books,Kindle Edition,448,2020,2020,,2021/12/16,to-read,to-read (#103),to-read,,,,0,0
55559887,"The Last Graduate (The Scholomance, #2)",Naomi Novik,"Novik, Naomi",,"=""0593128869""","=""9780593128862""",0,4.25,Del Rey,Hardcover,388,2021,2021,,2021/12/16,to-read,to-read (#102),to-read,,,,0,0
24968342,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",,"=""194294800X""","=""""",4,4.04,Angry Robot,Kindle Edition,404,2015,2012,2021/12/15,2015/08/22,,,read,,,,1,0
55714026,"Second Foundation (Foundation, #3)",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",4,4.27,Spectra,Kindle Edition,304,2004,1953,2021/12/03,2020/09/24,,,read,,,,1,0
56296852,Turning Point,Jeffery Deaver,"Deaver, Jeffery",,"=""1542021731""","=""""",3,3.90,Amazon Original Stories,Kindle Edition,63,2021,2021,2021/11/30,2021/11/23,,,read,,,,1,0
9447868,"Excession (Culture, #5)",Iain M. Banks,"Banks, Iain M.",,"=""""","=""""",0,4.20,Orbit,Kindle Edition,464,2008,1996,,2020/09/14,to-read,to-read (#70),to-read,,,,0,0
48677875,I Have No Mouth & I Must Scream,Harlan Ellison,"Ellison, Harlan",,"=""""","=""""",3,3.90,Open Road Media,Kindle Edition,152,2014,1967,2021/11/24,2021/11/12,,,read,,,,1,0
49661162,Randomize,Andy Weir,"Weir, Andy",,"=""""","=""""",3,3.53,Amazon Original Stories,Kindle Edition,28,2019,2019,2021/11/23,2021/11/23,,,read,,,,1,0
57281460,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",5,4.10,William Morrow,Kindle Edition,368,2009,1997,2021/11/17,2021/11/12,,,read,,,,1,0
11103738,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",Steven Levy,"Levy, Steven",,"=""""","=""""",4,3.83,Simon & Schuster,Kindle Edition,461,2011,2011,2021/11/12,2020/05/09,,,read,,,,1,0
54431070,Battle of the Linguist Mages,Scotto Moore,"Moore, Scotto",,"=""""","=""""",0,3.43,Tordotcom,Kindle Edition,448,2022,2022,,2021/11/11,to-read,to-read (#101),to-read,,,,0,0
57996589,Corkscrew (Nameless: Season Two #5),Dean Koontz,"Koontz, Dean",,"=""1542028183""","=""9781542028189""",4,4.27,Amazon Original Stories,Kindle Edition,54,2021,2021,2021/10/19,2021/10/19,,,read,,,,1,0
23532058,The Invisible Man,H.G. Wells,"Wells, H.G.",James Adams,"=""""","=""""",3,3.64,Blackstone Audio,Audible Audio,,2000,1897,2021/11/09,2021/10/26,,,read,,,,1,0
774088,Difficult Conversations: How to Discuss What Matters Most,Douglas Stone,"Stone, Douglas","Bruce Patton, Sheila Heen, Roger Fisher","=""014028852X""","=""9780140288520""",0,4.07,Penguin Books,Paperback,250,2000,1999,,2021/11/09,to-read,to-read (#100),to-read,,,,0,0
42852466,The Hands-Off Manager: How to Mentor People and Allow Them to Be Successful,Steve Chandler,"Chandler, Steve",Duane Black,"=""""","=""""",0,3.65,Career Press,Kindle Edition,225,2012,2007,,2020/07/31,to-read,to-read (#63),to-read,,,,0,0
19847968,The Spy Who Came in from the Cold,John le Carré,"Carré, John le",,"=""""","=""""",4,4.08,Penguin Books,Kindle Edition,213,2012,1963,2021/10/23,2020/06/04,,,read,,,,1,0
57996588,Zero In (Nameless: Season Two #6),Dean Koontz,"Koontz, Dean",,"=""1542028191""","=""9781542028196""",4,4.47,Amazon Original Stories,Kindle Edition,66,2021,2021,2021/10/22,2021/10/19,,,read,,,,1,0
53714202,Sid Meier's Memoir!: A Life in Computer Games,Sid Meier,"Meier, Sid",,"=""""","=""""",4,4.19,W. W. Norton & Company,Kindle Edition,294,2020,2020,2021/10/17,2021/10/09,,,read,,,,1,0
18955030,Kon-Tiki (Enriched Classics),Thor Heyerdahl,"Heyerdahl, Thor",,"=""""","=""""",4,4.15,Simon & Schuster,Kindle Edition,374,2013,1948,2021/10/09,2021/09/29,,,read,,,,1,0
58321517,Kaleidoscope (Nameless: Season Two #3),Dean Koontz,"Koontz, Dean",,"=""""","=""""",4,4.33,,Audible Audio,,,2021,2021/10/05,2021/09/15,,,read,,,,1,0
15803047,Of Dice and Men: The Story of Dungeons & Dragons and the People Who Play It,David M. Ewalt,"Ewalt, David M.",,"=""1451640501""","=""9781451640502""",0,3.72,Scribner,Hardcover,276,2013,2013,,2021/10/02,to-read,to-read (#99),to-read,,,,0,0
50826686,De meeste mensen deugen,Rutger Bregman,"Bregman, Rutger",,"=""""","=""9789082942194""",4,4.32,De Correspondent,ebook,385,2019,2019,2021/09/28,2021/09/11,,,read,,,,1,0
49993380,"Dead Lies Dreaming (Laundry Files #10; The New Management, #1)",Charles Stross,"Stross, Charles",,"=""""","=""""",3,3.97,Tordotcom,Kindle Edition,376,2020,2020,2021/09/18,2021/09/05,,,read,,,,1,0
17563539,The Egg,Andy Weir,"Weir, Andy",,"=""""","=""""",4,4.22,Andy Weir / Galactanet,ebook,3,2009,2009,2021/09/10,2021/09/10,,,read,,,,2,0
55271288,Extra Life: A Short History of Living Longer,Steven Johnson,"Johnson, Steven",,"=""0525538852""","=""9780525538851""",0,4.21,Riverhead Books,Hardcover,320,2021,,,2021/09/15,to-read,to-read (#98),to-read,,,,0,0
58753360,Androids: The Team That Built the Android Operating System,Chet Haase,"Haase, Chet",,"=""1737354845""","=""9781737354840""",4,4.29,Chet Haase,Kindle Edition,370,2021,2021,2021/09/05,2021/08/28,,,read,,,,1,0
22200,"Count Zero (Sprawl, #2)",William Gibson,"Gibson, William",,"=""""","=""""",0,4.02,Ace Books,Paperback,308,2006,1986,,2021/09/01,to-read,to-read (#97),to-read,,,,0,0
30517378,"The Atlantis Gene (The Origin Mystery, #1)",A.G. Riddle,"Riddle, A.G.",,"=""""","=""""",4,3.78,Riddle Inc.,Kindle Edition,633,2013,2013,2021/08/28,2021/02/20,,,read,,,,1,0
54680228,"We Are Bellingcat: Global Crime, Online Sleuths, and the Bold Future of News",Eliot Higgins,"Higgins, Eliot",,"=""1635577306""","=""9781635577303""",0,4.12,Bloomsbury Publishing,Hardcover,272,2021,2021,,2021/08/28,to-read,to-read (#96),to-read,,,,0,0
58317855,Gentle Is the Angel of Death (Nameless: Season Two #2),Dean Koontz,"Koontz, Dean",,"=""""","=""""",4,4.22,,Audible Audio,,,2021,,2021/08/25,,,read,,,,3,0
48894469,Het internet is stuk,Marleen Stikker,"Stikker, Marleen",,"=""9044542672""","=""9789044542677""",3,3.75,De Geus,Paperback,256,2019,,2021/08/20,2021/08/14,,,read,,,,1,0
18805612,Dogfight: How Apple and Google Went to War and Started a Revolution,Fred Vogelstein,"Vogelstein, Fred",,"=""""","=""""",3,3.76,Sarah Crichton Books,Kindle Edition,261,2013,2013,,2013/11/15,,,read,,,,3,0
51892910,Generaal zonder leger,Özcan Akyol,"Akyol, Özcan",,"=""""","=""9789059655171""",2,3.51,"Stichting Collectieve Propaganda van het Nederlandse Boek, Amsterdam",Paperback,64,2020,2020,2021/08/12,2021/08/11,,,read,,,,1,0
53497138,Legacy War: The Complete Series Books 1-9 (John Walker Box Sets),John Walker,"Walker, John",,"=""""","=""""",3,4.43,,Kindle Edition,1627,2020,,2021/08/10,2021/06/06,,,read,,,,1,0
58317824,"Light Has Weight, but Darkness Does Not (Nameless: Season Two #4)",Dean Koontz,"Koontz, Dean",,"=""""","=""""",4,4.33,,Audible Audio,,,2021,2021/08/03,2021/08/03,,,read,,,,2,0
25151238,Islam and the Future of Tolerance: A Dialogue,Sam Harris,"Harris, Sam",Maajid Nawaz,"=""0674088700""","=""9780674088702""",0,4.04,Harvard University Press ,Hardcover,138,2015,2015,,2021/08/01,to-read,to-read (#95),to-read,,,,0,0
24885533,The Paper Menagerie and Other Stories,Ken Liu,"Liu, Ken",,"=""1481442546""","=""9781481442541""",4,4.36,Gallery / Saga Press,Hardcover,450,2016,2016,2021/07/30,2021/06/16,,,read,,,,1,0
54906250,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""""","=""""",5,4.51,Ballantine Books,Kindle Edition,481,2021,2021,2021/07/06,2021/05/05,,,read,,,,1,0
457228,Butcher's Crossing,John  Williams,"Williams, John",Michelle Latiolais,"=""1590171985""","=""9781590171981""",0,4.17,New York Review Books,Paperback,274,2007,1960,,2021/07/09,to-read,to-read (#94),to-read,,,,0,0
14185,The Three Stigmata of Palmer Eldritch,Philip K. Dick,"Dick, Philip K.",,"=""1407247425""","=""9781407247427""",0,4.01,Gollancz,Paperback,231,2010,1965,,2021/07/03,to-read,to-read (#93),to-read,,,,0,0
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton","Jules Feiffer, Maurice Sendak","=""0394820371""","=""9780394820378""",0,4.20,Random House Bullseye Books,Paperback,248,1996,1961,,2021/07/02,to-read,to-read (#92),to-read,,,,0,0
58317874,The Lost Soul of the City (Nameless: Season Two #1),Dean Koontz,"Koontz, Dean",,"=""""","=""""",3,4.21,,Audible Audio,,,2021,2021/07/01,2021/07/01,,,read,,,,1,0
22085568,The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,"Meyer, Erin",,"=""""","=""""",0,4.34,PublicAffairs,Kindle Edition,290,2014,2014,,2021/06/29,to-read,to-read (#91),to-read,,,,0,0
56140,Cadillac Desert: The American West and Its Disappearing Water,Marc Reisner,"Reisner, Marc",,"=""0140178244""","=""9780140178241""",0,4.27,Penguin ,Paperback,582,1993,1986,,2021/06/23,to-read,to-read (#90),to-read,,,,0,0
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345409469""","=""9780345409461""",0,4.29,Ballantine Books,Paperback,459,1997,1995,,2021/06/21,to-read,to-read (#89),to-read,,,,0,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",0,4.41,Knopf,Hardcover,339,2018,2018,,2021/06/16,to-read,to-read (#88),to-read,,,,0,0
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.36,Scribner,Hardcover,592,2016,2016,,2021/06/16,to-read,to-read (#87),to-read,,,,0,0
27264212,An Invisible Client,Victor Methos,"Methos, Victor",,"=""150397748X""","=""9781503977488""",4,4.41,Thomas & Mercer,Kindle Edition,240,2016,2016,2021/06/06,2021/06/02,,,read,,,,1,0
17284593,"Casino Royale (James Bond, #1)",Ian Fleming,"Fleming, Ian",,"=""161109514X""","=""9781611095142""",4,3.74,Thomas & Mercer,Kindle Edition,189,2012,1953,2021/05/30,2021/05/09,,,read,,,,1,0
37823645,Charlesgate Confidential,Scott Von Doviak,"Doviak, Scott Von",,"=""""","=""""",4,4.11,Hard Case Crime,Kindle Edition,319,2018,2018,2021/06/02,2021/05/30,,,read,,,,1,0
438452,The Long Ships,Frans G. Bengtsson,"Bengtsson, Frans G.",Michael   Meyer,"=""000612609X""","=""9780006126096""",0,4.26,HarperCollins,Paperback,478,1994,1941,,2021/05/29,to-read,to-read (#86),to-read,,,,0,0
54606346,"Someone Comes to Town, Someone Leaves Town",Cory Doctorow,"Doctorow, Cory",,"=""""","=""""",4,3.51,Tor Books,Kindle Edition,328,2006,2005,2021/05/27,2021/05/12,,,read,,,,1,0
38714379,Them: Why We Hate Each Other - and How to Heal,Ben Sasse,"Sasse, Ben",,"=""1250193680""","=""9781250193681""",0,4.17,St. Martin's Press,Hardcover,288,2018,2018,,2021/05/26,to-read,to-read (#85),to-read,,,,0,0
33396171,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",3,4.15,Tordotcom,Kindle Edition,156,2017,2017,2021/05/12,2021/05/09,,,read,,,,1,0
53984167,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""""","=""""",5,4.14,Tor Science Fiction,Kindle Edition,624,2007,1992,2021/05/02,2014/11/26,,,read,,,,1,0
667218,When the People Fell,Cordwainer Smith,"Smith, Cordwainer",,"=""1416521461""","=""9781416521464""",0,4.35,Baen,Paperback,624,2007,1993,,2017/10/15,to-read,to-read (#15),to-read,,,,0,0
13454461,Bonita Avenue,Peter Buwalda,"Buwalda, Peter",,"=""""","=""9789023450108""",4,3.74,De Bezige Bij,ebook,431,2010,2010,2021/03/31,2021/03/18,,,read,,,,1,0
17348191,"The Bloodline Feud (The Merchant Princes, #1-2)",Charles Stross,"Stross, Charles",,"=""0230771734""","=""9780230771734""",0,3.92,Tor UK,Paperback,564,2013,2013,,2021/03/30,to-read,to-read (#84),to-read,,,,0,0
8200488,A Journey to the Centre of the Earth,Jules Verne,"Verne, Jules",,"=""""","=""""",3,3.85,Public Domain Books,Kindle Edition,308,2009,1864,2021/03/18,2021/01/05,,,read,,,,1,0
8123046,"Look to Windward (Culture, #7)",Iain M. Banks,"Banks, Iain M.",,"=""""","=""""",3,4.22,Pocket Books,Kindle Edition,384,2001,2000,2021/03/05,2021/02/14,,,read,,,,1,0
54083354,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",5,4.20,William Morrow Paperbacks,Kindle Edition,256,2003,1934,2021/02/14,2021/02/07,,,read,,,,1,0
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""""","=""""",0,4.14,Voyager,Paperback,278,2003,1974,,2021/02/07,to-read,to-read (#83),to-read,,,,0,0
886066,"Matter (Culture, #8)",Iain M. Banks,"Banks, Iain M.",,"=""1841494186""","=""9781841494180""",0,4.10,Orbit,Paperback,593,2008,2008,,2021/02/07,to-read,to-read (#82),to-read,,,,0,0
36053406,"The Labyrinth Index (Laundry Files, #9)",Charles Stross,"Stross, Charles",,"=""""","=""""",4,4.14,Tor.com,Kindle Edition,384,2018,2018,2021/01/31,2021/01/18,,,read,,,,1,0
40382571,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Edith Grossman, Harold Bloom","=""""","=""""",4,3.90,HarperCollins e-books,Kindle Edition,981,2009,1605,2021/01/18,2020/08/26,,,read,,,,1,0
11741,Housekeeping,Marilynne Robinson,"Robinson, Marilynne",,"=""0312424094""","=""9780312424091""",0,3.81,Picador,Paperback,219,2004,1980,,2021/01/06,to-read,to-read (#81),to-read,,,,0,0
32831,"The Mysterious Island (Captain Nemo, #3)",Jules Verne,"Verne, Jules","Caleb Carr, Jordan Stump, Sestilio Montanelli","=""0812972120""","=""9780812972122""",0,4.13,Modern Library,Mass Market Paperback,723,2004,1874,,2021/01/05,to-read,to-read (#80),to-read,,,,0,0
35604721,Truth: How the Many Sides to Every Story Shape Our Reality,Hector Macdonald,"Macdonald, Hector",,"=""0316510823""","=""9780316510820""",0,3.80,"Little, Brown Spark",Hardcover,352,2018,2018,,2020/12/29,to-read,to-read (#78),to-read,,,,0,0
52222570,"Memories of Tomorrow (Nameless: Season One, #6)",Dean Koontz,"Koontz, Dean",,"=""1542016266""","=""9781542016261""",4,4.38,Amazon Original Stories,Kindle Edition,55,2019,2019,2020/12/18,2020/12/18,,,read,,,,1,0
52219355,"The Mercy of Snakes (Nameless: Season One, #5)",Dean Koontz,"Koontz, Dean",,"=""1542016258""","=""9781542016254""",3,4.17,Amazon Original Stories,Kindle Edition,61,2019,2019,2020/12/16,2020/12/16,,,read,,,,1,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.31,Orbit,Paperback,468,2015,2015,,2020/12/07,to-read,to-read (#77),to-read,,,,0,0
43684827,"The Hunt for Reduk Topa (Space Team, #12)",Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",4,4.55,Zertex Media Ltd,Kindle Edition,392,2019,2019,2020/12/05,2020/10/19,,,read,,,,1,0
52224267,"The Praying Mantis Bride (Nameless: Season One, #3)",Dean Koontz,"Koontz, Dean",,"=""1542016231""","=""9781542016230""",4,4.10,Amazon Original Stories,Kindle Edition,61,2019,2019,2020/11/14,2020/11/12,,,read,,,,2,0
52220812,"Red Rain (Nameless: Season One, #4)",Dean Koontz,"Koontz, Dean",,"=""154201624X""","=""9781542016247""",3,4.09,Amazon Original Stories,Kindle Edition,50,2019,2019,2020/12/03,2020/11/12,,,read,,,,1,0
55359022,A Promised Land,Barack Obama,"Obama, Barack",,"=""1524763160""","=""9781524763169""",0,4.33,Crown Publishing Group,Hardcover,751,2020,2020,,2020/12/01,to-read,to-read (#76),to-read,,,,0,0
40514364,Children of Time (Children of Time #1),Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316452491""","=""""",5,4.30,Orbit,Kindle Edition,609,2018,2015,2020/11/28,2020/11/14,,,read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",3,4.36,Vintage,Paperback,512,2015,2011,2020/06/07,2018/01/31,,,read,,,,1,0
18116,His Dark Materials (His Dark Materials #1-3),Philip Pullman,"Pullman, Philip",,"=""0440238609""","=""9780440238607""",0,4.29,Laurel Leaf,Mass Market Paperback,1088,2003,2000,,2020/11/17,to-read,to-read (#75),to-read,,,,0,0
16011860,Ja maar wat als alles lukt?,Berthold Gunster,"Gunster, Berthold",,"=""9044962272""","=""9789044962277""",3,3.57,A.W. Bruna LeV.,Kindle Edition,0,,2009,2020/11/14,2020/11/02,,,read,,,,1,0
49884639,"Photographing the Dead (Nameless: Season One, #2)",Dean Koontz,"Koontz, Dean",,"=""1542016223""","=""9781542016223""",3,4.19,Amazon Original Stories,Kindle Edition,58,2019,2019,2020/11/05,2020/10/30,,,read,,,,1,0
49247419,"Attack Surface (Little Brother, #3)",Cory Doctorow,"Doctorow, Cory",,"=""1250757525""","=""9781250757524""",4,3.95,Tor Books,ebook,386,2020,2020,2020/11/02,2020/10/21,,,read,,,,1,0
49694471,"In the Heart of the Fire (Nameless: Season One, #1)",Dean Koontz,"Koontz, Dean",,"=""1542016215""","=""9781542016216""",4,4.13,Amazon Original Stories,Kindle Edition,62,2019,2019,2020/10/30,2020/10/30,,,read,,,,1,0
48550138,"The Pyramids of Giza (The Wonders of the World, #1)",Jimmy Maher,"Maher, Jimmy",,"=""""","=""9788797177211""",3,4.55,Antiquarian Productions,Kindle Edition,,2019,2019,2020/03/01,2020/10/30,,,read,,,,1,0
8622058,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Vintage,Kindle Edition,276,2010,1989,,2020/10/24,to-read,to-read (#74),to-read,,,,0,0
55666503,"Force Multiplier (Little Brother, #2.75)",Cory Doctorow,"Doctorow, Cory",,"=""""","=""""",3,3.83, Macmillan,ebook,,2020,2020,2020/10/20,2020/10/20,,,read,,,,2,0
17405172,"Lawful Interception (Little Brother, #2.5)",Cory Doctorow,"Doctorow, Cory",,"=""1466842172""","=""9781466842175""",0,3.75,Tor Books,ebook,32,2013,2013,,2020/10/21,to-read,to-read (#73),to-read,,,,0,0
43089732,"Sentienced to Death (Space Team, #11)",Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",3,4.53,Zertex Media Ltd,Kindle Edition,318,2018,2018,2020/10/19,2020/10/12,,,read,,,,1,0
19819475,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""""","=""""",5,4.28,Orbit,Kindle Edition,417,2009,1988,2020/10/12,2019/12/04,,,read,,,,1,0
54388921,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""""","=""""",4,4.14,"Little, Brown and Company",Kindle Edition,386,,2013,2020/10/01,2020/09/24,,,read,,,,1,0
49247266,To Hold Up the Sky,Liu Cixin,"Cixin, Liu",,"=""1250306086""","=""9781250306081""",0,3.82,Tordotcom,Hardcover,336,2020,2020,,2020/09/29,to-read,to-read (#72),to-read,,,,0,0
50358085,The Neil Gaiman Reader: Selected Fiction,Neil Gaiman,"Gaiman, Neil",Marlon James,"=""006303185X""","=""9780063031852""",0,4.48,William Morrow,Hardcover,752,2020,2020,,2020/09/29,to-read,to-read (#71),to-read,,,,0,0
40793100,"Foundation and Empire (Foundation, #2)",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",4,4.22,Spectra,Kindle Edition,320,2004,1952,2020/09/24,2020/09/19,,,read,,,,1,0
53736697,Compelling Science Fiction Issue 15,Joe Stech,"Stech, Joe","Steve  Rodgers, Jessica McAdams, Dominic Teague, Елена Павлова, Kalin M. Nenov, Spencer Koelle","=""""","=""""",3,3.29,Flame Tree Publishing,ebook,84,2020,2020,2020/09/22,2020/06/01,,,read,,,,1,0
41977815,"Sting of the Mustard Mines (Space Team, #10)",Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",4,4.40,Zertex Media Ltd,Kindle Edition,370,2018,2018,2020/09/19,2020/08/11,,,read,,,,1,0
8279737,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""""","=""""",3,3.85,Orbit,Kindle Edition,545,2009,1987,2020/09/13,2020/08/12,,,read,,,,1,0
28859,The Gospel According to Jesus Christ,José Saramago,"Saramago, José",Giovanni Pontiero,"=""186046095X""","=""9781860460951""",0,4.31,Harvill Pr,Paperback,341,1999,1991,,2020/09/12,to-read,to-read (#69),to-read,,,,0,0
37761175,A People's History of the United States,Howard Zinn,"Zinn, Howard",,"=""""","=""""",5,4.08,Harper Perennial,Kindle Edition,764,2015,1980,2020/09/05,2020/07/09,,,read,,,,1,0
26082916,"Ready Player Two (Ready Player One, #2)",Ernest Cline,"Cline, Ernest",,"=""1524761338""","=""9781524761332""",0,3.43,Ballantine Books,Hardcover,370,2020,2020,,2020/09/01,to-read,to-read (#68),to-read,,,,0,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.01,Random House,Paperback,509,2004,2004,,2020/08/24,to-read,to-read (#67),to-read,,,,0,0
36739531,Mythos: The Greek Myths Retold,Stephen Fry,"Fry, Stephen",,"=""""","=""""",4,4.26,Penguin Books Ltd,Audible Audio,16,2017,2017,2020/08/20,2020/05/19,,,read,,,,1,0
77287,Independent People,Halldór Laxness,"Laxness, Halldór",James Anderson Thompson,"=""0679767924""","=""9780679767923""",0,4.13,Vintage,Paperback,482,1997,1934,,2020/08/16,to-read,to-read (#66),to-read,,,,0,0
40336647,Space Team: The King of Space Must Die,Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",3,4.49,Zertex Media Ltd,Kindle Edition,374,2018,2018,2020/08/11,2020/07/24,,,read,,,,1,0
40855636,How Long 'til Black Future Month?,N.K. Jemisin,"Jemisin, N.K.",,"=""0316491349""","=""9780316491341""",0,4.28,Orbit,Hardcover,400,2018,2018,,2020/08/08,to-read,to-read (#65),to-read,,,,0,0
17978811,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,3.82,Scribner,Kindle Edition,324,2012,1929,,2020/08/08,to-read,to-read (#64),to-read,,,,0,0
22521286,The Paper Magician (The Paper Magician #1),Charlie N. Holmberg,"Holmberg, Charlie N.",,"=""147787383X""","=""""",3,3.69,47North,Kindle Edition,234,2014,2014,2020/07/24,2018/05/19,,,read,,,,1,0
