Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
209690,"Last Call (Fault Lines, #1)",Tim Powers,"Powers, Tim",,"=""038072846X""","=""9780380728466""",0,4.06,William Morrow Paperbacks,Paperback,535,1996,1992,,2020/07/13,to-read,to-read (#62),to-read,,,,0,0
29396,"Furies of Calderon (Codex Alera, #1)",Jim Butcher,"Butcher, Jim",,"=""044101268X""","=""9780441012688""",0,4.13,Ace,Paperback,688,2005,2004,,2020/07/10,to-read,to-read (#61),to-read,,,,0,0
6488124,"Fool Moon (The Dresden Files, #2)",Jim Butcher,"Butcher, Jim",,"=""""","=""""",3,3.98,Roc,Kindle Edition,432,2001,2001,2020/07/09,2020/07/03,,,read,,,,1,0
149267,The Stand,Stephen King,"King, Stephen",Bernie Wrightson,"=""""","=""""",4,4.35,Doubleday Books,Hardcover,1152,1990,1978,,2020/07/07,,,read,,,,2,0
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0007491565""","=""9780007491568""",0,3.97,Harper Voyager,Hardcover,227,2013,1953,,2020/07/07,to-read,to-read (#59),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.14,Anchor Books,Paperback,311,1998,1985,,2020/07/07,to-read,to-read (#58),to-read,,,,0,0
7613,Animal Farm,George Orwell,"Orwell, George","Chris Mould, Αύγουστος Κορτώ, Boris Grabnar, Celâl Üster, Николай Николов, Κυριάκος Ντελόπουλος, Peter Škerl, Pau Masiques, José Manuel Moreno Cidoncha, Τζωρτζ Όργουελ, Celâl Üstüner","=""""","=""""",0,3.99,Plume,Paperback,122,2003,1945,,2020/07/07,to-read,to-read (#57),to-read,,,,0,0
51322821,Leon & Juliette,Annejet van der Zijl,"Zijl, Annejet van der",,"=""9059655133""","=""9789059655133""",4,3.52,Stichting Collectieve Propaganda van het Nederlandse Boek,Hardcover,95,2020,2020,2020/07/03,2020/07/02,,,read,,,,1,0
29587,Down and Out in the Magic Kingdom,Cory Doctorow,"Doctorow, Cory",,"=""076530953X""","=""9780765309532""",0,3.56,St Martins Pr,Paperback,208,2003,2003,,2020/07/03,to-read,to-read (#56),to-read,,,,0,0
40604388,Walkaway,Cory Doctorow,"Doctorow, Cory",,"=""""","=""""",0,3.75,Tor Books,Kindle Edition,384,2017,2017,,2020/07/03,to-read,to-read (#55),to-read,,,,0,0
32063117,"The Delirium Brief (Laundry Files, #8)",Charles Stross,"Stross, Charles",,"=""""","=""""",4,4.26,Tordotcom,Kindle Edition,384,2017,2017,2020/07/02,2020/06/26,,,read,,,,1,0
9542311,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,"Roach, Mary",,"=""0393339912""","=""9780393339918""",0,3.95,W. W. Norton & Company,Paperback,334,2011,2010,,2020/07/01,to-read,to-read (#54),to-read,,,,0,0
4030991,Shoe Dog,Phil Knight,"Knight, Phil",,"=""""","=""""",4,4.47,Scribner,Kindle Edition,402,2016,2016,2020/06/25,2018/12/08,,,read,,,,1,0
35097545,Artemis,Andy Weir,"Weir, Andy",,"=""""","=""""",4,3.69,Broadway Books,Kindle Edition,335,2017,2017,2020/06/18,2017/12/12,,,read,,,,1,0
40309957,Space Team: The Time Titan of Tomorrow,Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",4,4.47,Zertex Sci-Fi,Kindle Edition,298,2018,2018,2020/06/13,2020/06/07,,,read,,,,1,0
12469456,A People's History of the U.S. Military,Michael A. Bellesiles,"Bellesiles, Michael A.",,"=""1595586288""","=""9781595586285""",0,3.64,The New Press,Hardcover,384,2012,2012,,2020/06/06,to-read,to-read (#53),to-read,,,,0,0
49597933,Night Over Water,Ken Follett,"Follett, Ken",,"=""1509862536""","=""9781509862535""",0,3.90,Pan,Paperback,672,2019,1991,,2020/06/06,to-read,to-read (#52),to-read,,,,0,0
40815366,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,"=""""","=""""",0,4.37,One World,Kindle Edition,307,2019,2019,,2020/06/06,to-read,to-read (#51),to-read,,,,0,0
39803561,The Paper Menagerie,Ken Liu,"Liu, Ken",,"=""""","=""""",5,4.59,Gizmodo,ebook,32,2016,2011,2020/05/28,2020/05/28,,,read,,,,1,0
27748314,"The Nightmare Stacks (Laundry Files, #7)",Charles Stross,"Stross, Charles",,"=""0698195272""","=""""",4,4.23,Ace,Kindle Edition,400,2016,,2020/05/24,2020/05/17,,,read,,,,1,0
22063607,"The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,"=""""","=""""",4,4.11,Simon & Schuster,Kindle Edition,560,2014,2011,2020/05/17,2014/11/12,,,read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,3.99,Alfred A. Knopf,Hardcover,241,2006,2006,,2020/05/15,to-read,to-read (#50),to-read,,,,0,0
49379582,The Alchemist,Paulo Coelho,"Coelho, Paulo",Jeremy Irons,"=""""","=""""",4,3.91,HarperAudio,Audible Audio,208,2004,1988,2020/05/14,2020/04/30,,,read,,,,1,0
50887097,"Why Fish Don’t Exist: A Story of Loss, Love, and the Hidden Order of Life",Lulu Miller,"Miller, Lulu",,"=""""","=""""",0,4.16,Simon & Schuster,Hardcover,225,2020,2020,,2020/05/14,to-read,to-read (#49),to-read,,,,0,0
112537,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""1857231589""","=""9781857231588""",0,4.12,,Paperback,243,2000,1973,,2020/05/09,to-read,to-read (#48),to-read,,,,0,0
50038711,"Archangel Rising (Archangel One, #2)",Evan Currie,"Currie, Evan",,"=""1542004888""","=""9781542004886""",3,4.38,47North,Kindle Edition,282,2020,2020,2020/04/06,2020/03/08,,,read,,,,1,0
10620776,"An Acceptable Time (Time Quintet, #5)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""""","=""""",4,3.79,Square Fish,Kindle Edition,351,2007,1989,2020/05/02,2020/04/27,,,read,,,,1,0
22445138,"Lightspeed Magazine, Issue 49, June 2014: Women Destroy Science Fiction!",Christie Yant,"Yant, Christie","Seanan McGuire, N.K. Jemisin, Charlie Jane Anders, Amal El-Mohtar, Carrie Vaughn, Maria Dahvana Headley, Maureen F. McHugh, Eleanor Arnason, Jennifer  Willis","=""""","=""""",3,4.04,John Joseph Adams,Kindle Edition,490,2014,2014,2020/04/27,2019/02/23,,,read,,,,1,0
16041462,"Swarm (Star Force, #1)",B.V. Larson,"Larson, B.V.",Mark Boyett,"=""""","=""""",3,3.78,Audible Frontiers,Audible Audio,,2011,2010,2020/04/23,2020/02/27,,,read,,,,1,0
414999,Childhood’s End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.12,Del Rey Books,Mass Market Paperback,224,1987,1953,,2020/04/17,to-read,to-read (#47),to-read,,,,0,0
36000501,"Planet of the Japes (Space Team, #7)",Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",3,4.34,Zertex Sci-Fi,Kindle Edition,308,2017,2017,2020/04/15,2020/04/06,,,read,,,,1,0
25463184,The Anatomy of Peace: Resolving the Heart of Conflict,Arbinger Institute,"Institute, Arbinger",,"=""""","=""""",3,4.19,Berrett-Koehler Publishers,Kindle Edition,252,2015,2015,2020/03/27,2020/03/16,,,read,,,,1,0
25733994,"The Productivity Project: Accomplishing More by Managing Your Time, Attention, and Energy",Chris   Bailey,"Bailey, Chris",,"=""1101904038""","=""9781101904039""",0,3.94,Crown Business,Hardcover,304,2016,2016,,2020/03/25,to-read,to-read (#46),to-read,,,,0,0
44044119,"Archangel One (Archangel One, #1)",Evan Currie,"Currie, Evan",,"=""1542004853""","=""9781542004855""",3,4.13,47North,Kindle Edition,271,2019,2019,2020/03/16,2020/03/07,,,read,,,,1,0
18626849,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.26,Vintage,Kindle Edition,285,2010,2002,2020/03/03,2020/02/16,,,read,,,,1,0
48897510,The Vexed Generation (Magic 2.0 Book 6),Scott  Meyer,"Meyer, Scott",,"=""1950056031""","=""""",3,4.11,Rocket Hat Industries,Kindle Edition,342,2019,2019,2020/03/06,2020/03/04,,,read,,,,1,0
21524529,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""""","=""""",4,4.14,Audible Studios,Audiobook,,2013,1985,2020/02/27,2020/01/17,,,read,,,,1,0
8420932,"Overtime (Laundry Files, #3.5)",Charles Stross,"Stross, Charles",,"=""""","=""""",4,3.91,Tor Books,Kindle Edition,30,2010,2009,2020/02/23,2018/04/10,,,read,,,,1,0
18583436,"Equoid (Laundry Files, #2.9)",Charles Stross,"Stross, Charles",,"=""""","=""""",3,3.96,Tor Books,Kindle Edition,98,2013,2013,2020/02/22,2018/04/10,,,read,,,,1,0
36300752,"Space Team: A Lot of Weird Space Shizz: Collected Short Stories (Space Team, #6.5)",Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",3,4.33,Zertex Media Ltd,Kindle Edition,277,2017,2017,2020/02/16,2020/02/06,,,read,,,,1,0
6617921,Primeval and Other Times,Olga Tokarczuk,"Tokarczuk, Olga",Antonia Lloyd-Jones,"=""8086264351""","=""9788086264356""",0,4.27,Twisted Spoon Press,Paperback,248,2010,1996,,2020/02/14,to-read,to-read (#45),to-read,,,,0,0
43697790,The Price of Time (Watch What You Wish For #1),Tim Tigner,"Tigner, Tim",,"=""""","=""""",4,3.89,,Kindle Edition,335,2019,2019,2020/02/05,2020/01/29,,,read,,,,1,0
8605343,"Down on the Farm (Laundry Files, #2.5)",Charles Stross,"Stross, Charles",,"=""""","=""""",3,3.97,tor.com,Kindle Edition,32,2010,2008,,2018/04/10,,,read,,,,2,0
40510378,Leadership and Self-Deception: Getting out of the Box,The Arbinger Institute,"Institute, The Arbinger",,"=""1523097825""","=""9781523097821""",4,4.11,Berrett-Koehler Publishers,Kindle Edition,240,2018,2000,2020/01/26,2020/01/19,,,read,,,,1,0
35118944,"Return of the Dead Guy (Space Team, #6)",Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",3,4.40,Zertex Books,Kindle Edition,288,2017,2017,2020/01/19,2020/01/08,,,read,,,,1,0
39317180,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",Margaret Weis,"Weis, Margaret","Tracy Hickman, Paul Boehmer","=""""","=""""",4,4.14,Audible Studios,Audible Audio,,2013,1985,2020/01/17,2019/07/20,,,read,,,,1,0
18626825,"The Wind Through the Keyhole (The Dark Tower, #4.5)",Stephen King,"King, Stephen",,"=""""","=""""",4,4.14,Scribner,Kindle Edition,321,2012,2012,2020/01/08,2014/11/03,,,read,,,,1,0
49073778,Compelling Science Fiction Issue 14,Joe Stech,"Stech, Joe","R.R.  Angell, Steve DuBois, Santiago Belluco, Dustin Steinacker, James Reinebold","=""""","=""""",4,3.89,Compelling Science Fiction,Kindle Edition,94,2019,,2020/01/07,2019/12/11,,,read,,,,1,0
43798285,The Institute,Stephen King,"King, Stephen",,"=""""","=""""",0,4.20,Scribner,Hardcover,561,2019,2019,,2020/01/04,to-read,to-read (#44),to-read,,,,0,0
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",0,4.16,Hodder & Stoughton,Paperback,288,2005,1966,,2020/01/03,to-read,to-read (#43),to-read,,,,0,0
24601568,"The Annihilation Score (Laundry Files, #6)",Charles Stross,"Stross, Charles",,"=""0698195256""","=""""",3,3.92,Ace,Kindle Edition,401,2015,2015,2020/01/01,2019/12/22,,,read,,,,1,0
34943643,"Agency (Jackpot, #2)",William Gibson,"Gibson, William",,"=""""","=""""",0,3.81,Berkley,Kindle Edition,413,2020,2020,,2019/12/30,to-read,to-read (#42),to-read,,,,0,0
40793127,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",3,4.17,Spectra; Revised edition,Kindle Edition,255,2004,1951,2019/12/22,2017/07/29,,,read,,,,1,0
32075463,The Rise and Fall of D.O.D.O. (D.O.D.O. #1),Neal Stephenson,"Stephenson, Neal",Nicole Galland,"=""""","=""""",4,3.86,William Morrow,Kindle Edition,769,2017,2017,2019/12/10,2019/11/23,,,read,,,,1,0
18765,"I, Claudius (Claudius, #1)",Robert Graves,"Graves, Robert",,"=""067972477X""","=""9780679724773""",0,4.24,Vintage,Paperback,468,1989,1934,,2019/12/04,to-read,to-read (#41),to-read,,,,0,0
10552338,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""0061977969""","=""9780061977961""",0,3.99,William Morrow,Hardcover,1044,2011,2011,,2019/11/24,to-read,to-read (#40),to-read,,,,0,0
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",0,4.16,Spectra,Paperback,499,2000,1995,,2019/11/24,to-read,to-read (#39),to-read,,,,0,0
34733756,"The Guns of Nana Joan (Space Team, #5)",Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",3,4.47,Zertex Books,Kindle Edition,304,2017,2017,2019/11/09,2019/11/09,,,read,,,,2,0
6057292,Glasshouse,Charles Stross,"Stross, Charles",,"=""""","=""""",3,3.88,Ace,Kindle Edition,346,2006,2006,2019/11/04,2019/10/04,,,read,,,,1,0
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.17,William Morrow,Hardcover,937,2008,2008,,2019/11/03,to-read,to-read (#38),to-read,,,,0,0
15986051,The Star,H.G. Wells,"Wells, H.G.",Goran Lowie,"=""""","=""""",0,3.66,eBooks@Adelaide,ebook,15,,1897,2019/01/01,2019/10/17,,,read,,,,1,0
10838718,"Many Waters (Time Quintet, #4)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""""","=""""",4,3.96,,Kindle Edition,368,,1986,2019/10/05,2015/11/26,,,read,,,,2,0
34328959,"Song of the Space Siren (Space Team, #4)",Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",4,4.42,Zertex Books,Kindle Edition,283,2017,2017,2019/09/23,2019/09/16,,,read,,,,1,0
37638098,Creative Selection: Inside Apple's Design Process During the Golden Age of Steve Jobs,Ken Kocienda,"Kocienda, Ken",,"=""1250194466""","=""9781250194466""",0,4.06,St. Martin's Press,Hardcover,264,2018,2018,,2019/09/27,to-read,to-read (#37),to-read,,,,0,0
6645795,"The Devil in the White City Murder, Magic and Madness at the Fair that Changed America",Erik Larson,"Larson, Erik",,"=""1606862189""","=""9781606862186""",0,4.00,Turtleback Books,Library Binding,464,2004,2003,,2019/09/23,to-read,to-read (#36),to-read,,,,0,0
44786054,Generation Friends: An Inside Look at the Show That Defined a Television Era,Saul Austerlitz,"Austerlitz, Saul",,"=""1524743356""","=""9781524743352""",0,3.75,Penguin Random House,Hardcover,352,2019,2019,,2019/09/23,to-read,to-read (#35),to-read,,,,0,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",4,3.89,Ace,Kindle Edition,268,2007,1984,2019/09/15,2019/04/05,,,read,,,,1,0
341735,Replay,Ken Grimwood,"Grimwood, Ken",,"=""068816112X""","=""9780688161125""",0,4.15,William Morrow Paperbacks,Paperback,311,1998,1987,,2019/08/21,to-read,to-read (#34),to-read,,,,0,0
33548973,"The Search for Splurt (Space Team, #3)",Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",4,4.30,Zertex Media,Kindle Edition,268,2017,2017,2019/08/17,2019/08/05,,,read,,,,1,0
18902300,"The Rhesus Chart (Laundry Files, #5)",Charles Stross,"Stross, Charles",,"=""0698140281""","=""""",4,4.19,Ace,Kindle Edition,369,2014,2014,2019/08/02,2019/07/14,,,read,,,,1,0
21472313,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",Margaret Weis,"Weis, Margaret",,"=""""","=""""",4,4.01,Audible Frontiers,Audible Audio,20,2013,1984,2019/07/17,2019/04/11,,,read,,,,1,0
46147397,Compelling Science Fiction Issue 13,Joe Stech,"Stech, Joe","L.A. Staley, Tyler A. Young, Mark Parlette-Cariño, Mark Salzwedel, M.J. Pettit, Robert Dawson","=""""","=""""",4,4.00,Compelling Science Fiction,Kindle Edition,90,2019,,2019/07/15,2019/06/07,,,read,,,,1,0
32709971,"The Wrath of Vajazzle (Space Team, #2)",Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",4,4.28,Zertex Books,Kindle Edition,282,2016,2016,2019/07/13,2019/07/04,,,read,,,,1,0
15708993,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",0,4.01,"Houghton Mifflin Harcourt; 2nd edition (February 15, 2012)",Kindle Edition,365,2012,1977,,2018/01/14,to-read,to-read (#33),to-read,,,,0,0
29397,"Woken Furies (Takeshi Kovacs, #3)",Richard K. Morgan,"Morgan, Richard K.",,"=""0345479718""","=""9780345479716""",0,4.02,Del Rey,Hardcover,464,2005,2005,,2019/06/30,to-read,to-read (#32),to-read,,,,0,0
279561,"Broken Angels (Takeshi Kovacs, #2)",Richard K. Morgan,"Morgan, Richard K.",,"=""0345457714""","=""9780345457714""",0,3.93,Del Rey,Trade Paperback,366,2004,2003,,2019/06/30,to-read,to-read (#31),to-read,,,,0,0
40792913,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,"=""""","=""""",4,4.04,Del Rey,Kindle Edition,544,2018,2002,2019/06/30,2018/02/11,,,read,,,,1,0
43681051,"Space Team (Space Team, #1)",Barry J. Hutchison,"Hutchison, Barry J.",,"=""""","=""""",3,4.05,Zertex Books,Kindle Edition,284,2019,2016,2019/06/09,2019/05/30,,,read,,,,1,0
6569469,"Chapterhouse: Dune (Dune Chronicles, #6)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",4,3.89,,Kindle Edition,452,,1985,2019/05/28,2018/01/01,,,read,,,,1,0
978689,They Thought They Were Free: The Germans 1933-45,Milton Sanford Mayer,"Mayer, Milton Sanford",,"=""0226511928""","=""9780226511924""",0,4.11,Phoenix Books/University of Chicago Press,Paperback,346,1966,1955,,2019/04/19,to-read,to-read (#30),to-read,,,,0,0
888628,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",0,3.89,Ace Books,Paperback,278,2000,1984,,2019/04/13,to-read,to-read (#29),to-read,,,,0,0
38219808,"The Best Science Fiction and Fantasy of the Year, Volume Twelve",Jonathan Strahan,"Strahan, Jonathan","Charlie Jane Anders, Scott Lynch, Yoon Ha Lee, Rich  Larson, Khaalidah Muhammad-Ali","=""1786181002""","=""9781786181008""",0,3.58,Solaris,Kindle Edition,599,2018,2018,,2019/04/13,to-read,to-read (#28),to-read,,,,0,0
16071377,"The Vorrh (The Vorrh Trilogy, #1)",Brian Catling,"Catling, Brian",Alan Moore,"=""0957142714""","=""9780957142718""",0,3.46,Honest Publishing,Paperback,485,2012,2012,,2019/04/13,to-read,to-read (#27),to-read,,,,0,0
43263248,Stormrise,Jillian Boehme,"Boehme, Jillian",,"=""1250298881""","=""9781250298881""",0,3.79,Tor Teen,Hardcover,320,2019,2019,,2018/12/08,to-read,to-read (#23),to-read,,,,0,0
19271490,Myth Conceptions (Myth-Adventures Book 2),Robert Lynn Asprin,"Asprin, Robert Lynn",Phil Foglio,"=""""","=""""",4,4.09,Event Horizon EBooks/Event Horizon Publishing Group,Kindle Edition,213,2013,1980,2019/04/06,2019/02/17,,,read,,,,1,0
24459855,How to Raise an Adult: Break Free of the Overparenting Trap and Prepare Your Kid for Success,Julie Lythcott-Haims,"Lythcott-Haims, Julie",,"=""""","=""""",0,4.09,Henry Holt and Co.,Kindle Edition,370,2015,2015,,2019/03/30,to-read,to-read (#26),to-read,,,,0,0
20351202,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",3,3.60,Houghton Mifflin Harcourt,Kindle Edition,278,2012,1962,2019/03/24,2019/03/05,,,read,,,,1,0
1165759,"Koning van Katoren (Katoren, #1)",Jan Terlouw,"Terlouw, Jan",Dirk van der Maat,"=""9060690885""","=""9789060690888""",0,4.13,Lemniscaat,Hardcover,168,1971,1971,,2019/03/08,to-read,to-read (#25),to-read,,,,0,0
43158037,"Out of Spite, Out of Mind (Magic 2.0 Book 5)",Scott  Meyer,"Meyer, Scott",,"=""""","=""""",3,3.79,Rocket Hat Industries,Kindle Edition,228,2018,2018,2019/03/01,2019/02/18,,,read,,,,1,0
43077149,Compelling Science Fiction Issue 12,Joe Stech,"Stech, Joe","Deborah L. Davitt, John M.  Campbell, Jim Meeks-Johnson, Santiago Belluco, Jack Nicholls","=""""","=""""",3,3.82,Compelling Science Fiction,Kindle Edition,96,2018,,2019/02/28,2018/12/15,,,read,,,,1,0
1684446,Sid Meier's Civilization or Rome on 640k a day,Johnny L. Wilson,"Wilson, Johnny L.","Russell Sipe, Alan Emrich","=""1559581913""","=""9781559581912""",4,4.33,Prima Games,Paperback,376,1992,1992,2019/02/17,2018/04/09,,,read,,,,1,0
64401,"Another Fine Myth (Myth Adventures, #1)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441013465""","=""9780441013463""",3,4.04,Ace,Mass Market Paperback,208,2005,1978,2019/01/27,2019/01/22,,,read,,,,1,0
20603758,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""""","=""""",4,4.23,Ballantine Books,Kindle Edition,386,2011,2011,2014/11/15,2014/11/11,,,read,,,,1,0
18189968,"The Apocalypse Codex (Laundry Files, #4)",Charles Stross,"Stross, Charles",,"=""0748130950""","=""""",4,4.17,Orbit,Kindle Edition,415,2012,2012,2019/01/15,2018/04/04,,,read,,,,1,0
8134032,"Heretics of Dune (Dune, #5)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",4,3.87,Ace,Kindle Edition,683,,1984,2018/12/28,2018/01/01,,,read,,,,1,0
35597435,Death's End (Remembrance of Earth's Past #3),Liu Cixin,"Cixin, Liu","Ken Liu, P.J. Ochlan","=""""","=""""",5,4.42,Macmillan Audio,Audible Audio,28,2016,2010,2018/12/22,2017/08/05,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.12,Ember,Paperback,208,2006,1993,,2018/12/18,to-read,to-read (#24),to-read,,,,0,0
40874032,"Vicious (Villains, #1)",Victoria Schwab,"Schwab, Victoria",,"=""""","=""""",0,4.21,Tor Books,Kindle Edition,402,2013,2013,,2018/12/04,to-read,to-read (#22),to-read,,,,0,0
36124936,The Outsider,Stephen King,"King, Stephen",,"=""1501180983""","=""9781501180989""",0,4.01,Scribner,Hardcover,561,2018,2018,,2018/12/04,to-read,to-read (#21),to-read,,,,0,0
26152839,"The Fork, the Witch, and the Worm: Eragon (Tales from Alagaësia #1; The Inheritance Cycle World)",Christopher Paolini,"Paolini, Christopher",,"=""1984894889""","=""9781984894885""",0,3.81,Knopf Books for Young Readers,ebook,288,2018,2018,,2018/11/27,to-read,to-read (#20),to-read,,,,0,0
7149287,"The Fuller Memorandum (Laundry Files, #3)",Charles Stross,"Stross, Charles",,"=""044101867X""","=""9780441018673""",4,4.19,Ace,Hardcover,312,2010,2010,2018/11/18,2017/12/20,,,read,,,,1,0
17378500,"Homeland (Little Brother, #2)",Cory Doctorow,"Doctorow, Cory",,"=""""","=""""",4,3.96,Tor Teen,Kindle Edition,448,2013,2013,2018/10/23,2017/02/26,,,read,,,,1,0
47587,"Dark Lord of Derkholm (Derkholm, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""0575075368""","=""9780575075368""",0,4.11,Gollancz,Paperback,328,2003,1998,,2018/10/17,to-read,to-read (#19),to-read,,,,0,0
31686023,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""""","=""""",2,4.16,Ecco,Kindle Edition,400,2015,2015,,2017/11/24,,,read,,,,1,0
8578995,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",4,3.92,Ace,Kindle Edition,438,2007,1961,2018/10/06,2018/09/03,,,read,,,,1,0
24661365,"The End of All Things (Old Man's War, #6)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.00,Tor Books,Kindle Edition,384,2015,2015,2018/09/03,2018/08/10,,,read,,,,1,0
15698479,"The Human Division (Old Man's War, #5)",John Scalzi,"Scalzi, John",,"=""0765333511""","=""9780765333513""",4,4.09,Tor Books,Hardcover,431,2013,2013,2018/08/20,2018/08/10,,,read,,,,1,0
8156551,"Zoe's Tale (Old Man's War, #4)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,3.77,Tor Books,Kindle Edition,420,2010,2008,2018/08/10,2018/07/29,,,read,,,,1,0
8180987,"The Last Colony (Old Man's War, #3)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.09,Tor Books,Kindle Edition,336,2010,2007,2018/07/29,2018/07/15,,,read,,,,1,0
51964,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""0765348276""","=""9780765348272""",3,4.23,Tor Books,Mass Market Paperback,355,2007,2005,2018/07/01,2018/05/22,,,read,,,,1,0
9303705,"The Ghost Brigades (Old Man's War, #2)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.12,Macmillan,Kindle Edition,356,2010,2006,2018/07/15,2018/07/01,,,read,,,,1,0
9577857,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.19,Houghton Mifflin Harcourt,Kindle Edition,258,2013,1949,2018/06/17,2013/11/03,,,read,,,,1,0
40309046,Compelling Science Fiction Issue 11,Joe Stech,"Stech, Joe","James Rowland, J.D. Moyer, Adam R. Shannon, John Derderian, C. Stuart Hardwick, Tom Jolly, Bruce Golden","=""""","=""""",4,4.17,Compelling Science Fiction,Kindle Edition,0,2018,2018,2018/06/12,2018/06/05,,,read,,,,1,0
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,4.00,William Morrow,Kindle Edition,872,2015,2015,2018/06/09,2018/02/04,,,read,,,,1,0
6543513,"The Jennifer Morgue (Laundry Files, #2)",Charles Stross,"Stross, Charles",,"=""""","=""""",3,4.03,Ace,Kindle Edition,420,2009,2006,2018/04/14,2017/12/20,,,read,,,,2,0
8488439,"The Concrete Jungle (Laundry Files, #1.5)",Charles Stross,"Stross, Charles",,"=""""","=""""",3,3.87,99 Cent Books & New Century Books,Kindle Edition,129,2010,2004,,2018/04/10,,,read,,,,2,0
25563103,Elon Musk: How the Billionaire CEO of SpaceX and Tesla is Shaping our Future,Ashlee Vance,"Vance, Ashlee",,"=""""","=""""",3,4.16,Virgin Digital,Kindle Edition,427,2015,2015,2018/03/31,2018/03/04,,,read,,,,1,0
36566205,"Fight and Flight (Magic 2.0, #4)",Scott  Meyer,"Meyer, Scott",,"=""0986239976""","=""9780986239977""",3,3.64,Rocket Hat Industries,Paperback,352,2017,2017,2018/03/02,2018/02/11,,,read,,,,1,0
516036,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""0345350472""","=""9780345350473""",3,4.09,Del Rey,Paperback,265,2007,1968,2018/03/01,2018/01/25,,,read,,,,1,0
